0, 0, 2.7e-07
1, 0, 7e-08
2, 0, 7e-08
3, 0, 8e-08
4, 0, 2.7e-07
5, 0, 7e-08
6, 0, 8e-08
7, 0, 2.5e-07
8, 0, 8e-08
9, 0, 8e-08
10, 0, 8e-08
11, 0, 8e-08
12, 0, 7e-08
13, 0, 8e-08
14, 0, 7e-08
15, 0, 8e-08
16, 0, 8e-08
17, 0, 8e-08
18, 0, 8e-08
19, 0, 8e-08
20, 0, 8e-08
21, 0, 8e-08
22, 0, 8e-08
23, 0, 9e-08
24, 0, 9e-08
25, 0, 8e-08
26, 0, 8e-08
27, 0, 9e-08
28, 0, 2e-07
29, 0, 7e-08
30, 0, 6e-08
31, 0, 6e-08
32, 0, 6e-08
33, 0, 6e-08
34, 0, 4e-08
35, 0, 5e-08
36, 0, 6e-08
37, 0, 5e-08
38, 0, 6e-08
39, 0, 6e-08
40, 0, 5e-08
41, 0, 5e-08
42, 0, 5e-08
43, 0, 5e-08
44, 0, 5e-08
45, 0, 5e-08
46, 0, 4e-08
47, 0, 6e-08
48, 0, 5e-08
49, 0, 5e-08
50, 0, 5e-08
51, 0, 5e-08
52, 0, 5e-08
53, 0, 5e-08
54, 0, 5e-08
55, 0, 5e-08
56, 0, 5e-08
57, 0, 7.1e-07
58, 0, 1.1e-07
59, 0, 1.1e-07
60, 0, 1e-07
61, 0, 9e-08
62, 0, 1e-07
63, 0, 1e-07
64, 0, 1e-07
65, 0, 1.1e-07
66, 0, 1.1e-07
67, 0, 1.1e-07
68, 0, 9e-08
69, 0, 1.1e-07
70, 0, 1e-07
71, 0, 1e-07
72, 0, 1.1e-07
73, 0, 1.2e-07
74, 0, 1e-07
75, 0, 1.2e-07
76, 0, 1.1e-07
77, 0, 1e-07
78, 0, 1.1e-07
79, 0, 1.2e-07
80, 0, 1.3e-07
81, 0, 1.2e-07
82, 0, 1.1e-07
83, 0, 1.2e-07
84, 0, 1.2e-07
85, 0, 1.1e-07
86, 0, 1.3e-07
87, 0, 1.9e-07
88, 0, 1.8e-07
89, 0, 2e-07
90, 0, 2.3e-07
91, 0, 1.7e-07
92, 0, 1.8e-07
93, 0, 1.7e-07
94, 0, 1.8e-07
95, 0, 1.8e-07
96, 0, 1.7e-07
97, 0, 1.8e-07
98, 0, 1.7e-07
99, 0, 1.5e-07
100, 0, 1.4e-07
101, 0, 1.8e-07
102, 0, 2e-07
103, 0, 2e-07
104, 0, 2.5e-07
105, 0, 2.5e-07
106, 0, 2.6e-07
107, 0, 2e-07
108, 0, 4.1e-07
109, 0, 3.3e-07
110, 0, 2.3e-07
111, 0, 3.57e-06
112, 0, 3e-07
113, 0, 2.9e-07
114, 0, 2.4e-07
115, 0, 2.4e-07
116, 0, 2.2e-07
117, 0, 2.2e-07
118, 0, 2.1e-07
119, 0, 2.1e-07
120, 0, 2.3e-07
121, 0, 2.2e-07
122, 0, 2.6e-07
123, 0, 2.2e-07
124, 0, 2.1e-07
125, 0, 2.1e-07
126, 0, 2.2e-07
127, 0, 2.6e-07
128, 0, 2.3e-07
129, 0, 2.5e-07
130, 0, 3.9e-07
131, 0, 3.5e-07
132, 0, 5.3e-07
133, 0, 4.6e-07
134, 0, 5.4e-07
135, 0, 2.3e-07
136, 0, 2.2e-07
137, 0, 2.2e-07
138, 0, 2e-07
139, 0, 2.3e-07
140, 0, 2.4e-07
141, 0, 2.8e-07
142, 0, 2.5e-07
143, 0, 2.7e-07
