0, 1.4e-07
1, 0
2, 1e-08
3, 1e-08
4, 1e-08
5, 1e-08
6, 1e-08
7, 1e-08
8, 1e-08
9, 1e-08
10, 1e-08
11, 1e-08
12, 1e-08
13, 1e-08
14, 1e-08
15, 1e-08
16, 1e-08
17, 1e-08
18, 1e-08
19, 1e-08
20, 1e-08
21, 1e-08
22, 1e-08
23, 1e-08
24, 1e-08
25, 1e-08
26, 1e-08
27, 1e-08
28, 1e-08
29, 1e-08
30, 1e-08
31, 1e-08
32, 1e-08
33, 1e-08
34, 1e-08
35, 1e-08
36, 1e-08
37, 1e-08
38, 1e-08
39, 1e-08
40, 1e-08
41, 1e-08
42, 1e-08
43, 1e-08
44, 1e-08
45, 1e-08
46, 1e-08
47, 1e-08
48, 1e-08
49, 1e-08
50, 1e-08
51, 1e-08
52, 1e-08
53, 1e-08
54, 1e-08
55, 2e-08
56, 1e-08
57, 1e-08
58, 1e-08
59, 1e-08
60, 1e-08
61, 1e-08
62, 1e-08
63, 1e-08
64, 1e-08
65, 1e-08
66, 1e-08
67, 1e-08
68, 1e-08
69, 1e-08
70, 1e-08
71, 1e-08
72, 1e-08
73, 1e-08
74, 2e-08
75, 2e-08
76, 1e-08
77, 1e-08
78, 1e-08
79, 1e-08
80, 1e-08
81, 1e-08
82, 1e-08
83, 1e-08
84, 1e-08
85, 1e-08
86, 1e-08
87, 1e-08
88, 1e-08
89, 1e-08
90, 2e-08
91, 2e-08
92, 2e-08
93, 1e-08
94, 1e-08
95, 1e-08
96, 1e-08
97, 1e-08
98, 1e-08
99, 1e-08
100, 1e-08
101, 1e-08
102, 1e-08
103, 1e-08
104, 1e-08
105, 1e-08
106, 1e-08
107, 1e-08
108, 1e-08
109, 1e-08
110, 1e-08
111, 1e-08
112, 2e-08
113, 2e-08
114, 2e-08
115, 1e-08
116, 1e-08
117, 1e-08
118, 1e-08
119, 1e-08
120, 1e-08
121, 1e-08
122, 1e-08
123, 1e-08
124, 1e-08
125, 1e-08
126, 2e-08
127, 2e-08
128, 2e-08
129, 2e-08
130, 2e-08
131, 1e-08
132, 1e-08
133, 1e-08
134, 1e-08
135, 1e-08
136, 1e-08
137, 1e-08
138, 1e-08
139, 1e-08
140, 1e-08
141, 1e-08
142, 1e-08
143, 1e-08
144, 1e-08
145, 1e-08
146, 1e-08
147, 2e-08
148, 2e-08
149, 1e-08
150, 1e-08
151, 1e-08
152, 1e-08
153, 1e-08
154, 1e-08
155, 1e-08
156, 1e-08
157, 1e-08
158, 1e-08
159, 1e-08
160, 1e-08
161, 1e-08
162, 1e-08
163, 1e-08
164, 1e-08
165, 1e-08
166, 2e-08
167, 2e-08
168, 1e-08
169, 1e-08
170, 1e-08
171, 1e-08
172, 1e-08
173, 1e-08
174, 1e-08
175, 1e-08
176, 1e-08
177, 1e-08
178, 1e-08
179, 1e-08
180, 1e-08
181, 1e-08
182, 1e-08
183, 2e-08
184, 2e-08
185, 2e-08
186, 1e-08
187, 1e-08
188, 1e-08
189, 1e-08
190, 1e-08
191, 1e-08
192, 1e-08
193, 1e-08
194, 1e-08
195, 1e-08
196, 1e-08
197, 1e-08
198, 1e-08
199, 1e-08
200, 2e-08
201, 2e-08
202, 2e-08
203, 1e-08
204, 1e-08
205, 1e-08
206, 1e-08
207, 1e-08
208, 1e-08
209, 1e-08
210, 1e-08
211, 1e-08
212, 1e-08
213, 1e-08
214, 1e-08
215, 1e-08
216, 2e-08
217, 2e-08
218, 2e-08
219, 2e-08
220, 1e-08
221, 1e-08
222, 1e-08
223, 1e-08
224, 1e-08
225, 1e-08
226, 1e-08
227, 1e-08
228, 1e-08
229, 1e-08
230, 1e-08
231, 2e-08
232, 2e-08
233, 2e-08
234, 2e-08
235, 1e-08
236, 2e-08
237, 2e-08
238, 1e-08
239, 1e-08
240, 1e-08
241, 1e-08
242, 1e-08
243, 1e-08
244, 1e-08
245, 1e-08
246, 2e-08
247, 2e-08
248, 2e-08
249, 2e-08
250, 2e-08
251, 1e-08
252, 1e-08
253, 1e-08
254, 1e-08
255, 1e-08
256, 1e-08
257, 1e-08
258, 1e-08
259, 1e-08
260, 1e-08
261, 1e-08
262, 2e-08
263, 2e-08
264, 2e-08
265, 2e-08
266, 1e-08
267, 1e-08
268, 1e-08
269, 1e-08
270, 1e-08
271, 1e-08
272, 1e-08
273, 1e-08
274, 1e-08
275, 1e-08
276, 1e-08
277, 1e-08
278, 1e-08
279, 1e-08
280, 1e-08
281, 2e-08
282, 2e-08
283, 2e-08
284, 1e-08
285, 1e-08
286, 2e-08
287, 1e-08
288, 1e-08
289, 1e-08
290, 1e-08
291, 1e-08
292, 1e-08
293, 1e-08
294, 1e-08
