295, 1e-08
296, 2e-08
297, 2e-08
298, 2e-08
299, 2e-08
300, 1e-08
301, 1e-08
302, 1e-08
303, 1e-08
304, 1e-08
305, 1e-08
306, 1e-08
307, 1e-08
308, 1e-08
309, 1e-08
310, 1e-08
311, 2e-08
312, 2e-08
313, 2e-08
314, 1e-08
315, 1e-08
316, 1e-08
317, 1e-08
318, 1e-08
319, 1e-08
320, 1e-08
321, 1e-08
322, 1e-08
323, 1e-08
324, 1e-08
325, 1e-08
326, 1e-08
327, 1e-08
328, 2e-08
329, 2e-08
330, 2e-08
331, 2e-08
332, 1e-08
333, 1e-08
334, 1e-08
335, 1e-08
336, 1e-08
337, 1e-08
338, 1e-08
339, 1e-08
340, 1e-08
341, 1e-08
342, 1e-08
343, 1e-08
344, 2e-08
345, 2e-08
346, 2e-08
347, 2e-08
348, 1e-08
349, 1e-08
350, 1e-08
351, 1e-08
352, 1e-08
353, 1e-08
354, 1e-08
355, 1e-08
356, 1e-08
357, 1e-08
358, 1e-08
359, 2e-08
360, 2e-08
361, 1e-08
362, 1e-08
363, 1e-08
364, 1e-08
365, 1e-08
366, 1e-08
367, 2.82e-06
368, 3e-08
369, 1.37e-06
370, 1.22e-06
371, 1.23e-06
372, 1.22e-06
373, 1.22e-06
374, 3.63e-06
375, 2.43e-06
376, 1.21e-06
377, 2.41e-06
378, 2.42e-06
379, 3.73e-06
380, 4.9e-06
381, 2.5e-06
382, 4.96e-06
383, 2.56e-06
384, 5.18e-06
385, 5.33e-06
386, 1.49e-06
387, 1.56e-06
388, 7.31e-06
389, 3.48e-06
390, 6.3e-06
391, 7.41e-06
392, 7e-08
393, 8.28e-06
394, 9.33e-06
395, 1.29e-06
396, 1.244e-05
397, 5.85e-06
398, 1.173e-05
399, 3.83e-06
